iterations,test-F1-mean,test-F1-std,train-F1-mean,train-F1-std,test-Logloss-mean,test-Logloss-std,train-Logloss-mean,train-Logloss-std
0,0.7111630368563858,0.056053551536421005,0.7113995898749884,0.010528200088989543,0.6323163925954225,0.011148975830158739,0.6306302051081117,0.00981489730155745
1,0.7019993841511779,0.04472367597846128,0.7007231659397364,0.03580962040985561,0.5881920855932806,0.017004193007033038,0.5858084919821742,0.007910057456535705
2,0.7231022460364063,0.05939915192789906,0.7165008542588281,0.014059201412049593,0.5563361262683396,0.022649873143690786,0.5533416414047279,0.012322787526327005
3,0.7294793330966328,0.059268102484036606,0.7189702700393044,0.017429405598093237,0.5277756977400296,0.028423590200681494,0.5238350622570419,0.010980544039714804
4,0.732193922489724,0.06547844604061348,0.7276577812027288,0.009625891269026384,0.5071159762942529,0.03226081939741189,0.5017017854631545,0.011052745044879174
5,0.7353540493998508,0.05241269814671363,0.7296826415249267,0.014421523899503332,0.49052021781927413,0.03292131346467535,0.4826918374508266,0.009305425422776108
6,0.7439419990609932,0.052421611006697406,0.7383797106614989,0.009814759214971644,0.4790827887504965,0.03293544165413163,0.46983676937414803,0.010835281464706126
7,0.7409764460954402,0.054125585381707704,0.7390918426158402,0.014534408795938014,0.467646061397773,0.0353056874938098,0.46005996759333323,0.01018179377697065
8,0.7422213081036609,0.05612063916144916,0.7438196246909432,0.012993285107329935,0.46159576320219103,0.0370544372125087,0.4516418214426964,0.008584387496169642
9,0.7432452732452732,0.05499180236415359,0.7438412415914645,0.014293002786574947,0.4556228435058121,0.04042736618231505,0.4460163551296354,0.008394502210914838
10,0.7454993531286486,0.05569477083127782,0.7482413665297043,0.01181496667426057,0.4504076211719926,0.0394127894574313,0.4378728364581145,0.011807307947968361
11,0.7474313745955538,0.05890040133181186,0.7489227940028951,0.012708273177761104,0.4478039432594607,0.04073395545651139,0.432349587256082,0.01285274255171908
12,0.7504083372742738,0.060847744992554874,0.748734111588639,0.012091810641904614,0.4439836053185025,0.04243429400572977,0.4278388154337126,0.012791698243704755
13,0.7504083372742738,0.060847744992554874,0.7496810916309714,0.013056600035919491,0.44151777291984623,0.043237038071727095,0.4255780009631291,0.012346899894171561
14,0.7483451239292344,0.06305586130861238,0.7477911749872815,0.011773902684260963,0.44064538901551165,0.044682936951462394,0.4211941496505281,0.012629167660136742
15,0.7455294899508096,0.06203401294414979,0.7495387226632755,0.013029576749810846,0.4399990643689474,0.045054881951582824,0.41981398434712147,0.012712299944241008
16,0.7501986411981086,0.06575963975963212,0.7490621364287436,0.01398848027579782,0.43855755057664075,0.04634471122527358,0.41731639394884923,0.01284840961573396
17,0.7459617041012389,0.06019513247796726,0.7509310507667722,0.011726848964584143,0.4366452359630986,0.046878973126539596,0.41452467412090555,0.01326662016519337
