iterations,test-F1-mean,test-F1-std,train-F1-mean,train-F1-std,test-Logloss-mean,test-Logloss-std,train-Logloss-mean,train-Logloss-std
84,1.0,0.0,1.0,0.0,0.00595925042017841,0.0018089629554893113,0.00506226246303418,0.0010548912262404616
85,1.0,0.0,1.0,0.0,0.005828012561343907,0.001762707019713309,0.004941833535885831,0.0010136264424535177
86,1.0,0.0,1.0,0.0,0.005730538739402156,0.0017544076731509572,0.0048342086711479545,0.0010017193633757224
87,1.0,0.0,1.0,0.0,0.005573409988307379,0.0017819910046302319,0.004685583550808423,0.00102241336473496
88,1.0,0.0,1.0,0.0,0.005448670479846681,0.0017557911788420562,0.004564735117808641,0.0009899909116549083
89,1.0,0.0,1.0,0.0,0.005339886190026895,0.0017292837825393123,0.004456466253492523,0.0009768825131463272
90,1.0,0.0,1.0,0.0,0.005255846328885443,0.0017451738547376331,0.004369470280489494,0.0009814228929316924
91,1.0,0.0,1.0,0.0,0.005161481995788235,0.001737122802183465,0.0042788755941074565,0.0009889183299168316
92,1.0,0.0,1.0,0.0,0.005061109566825256,0.001707284818073193,0.004184350854842799,0.0009615807562068262
93,1.0,0.0,1.0,0.0,0.00497878299261979,0.0016914749955646315,0.004101261597367357,0.00093540785925109
94,1.0,0.0,1.0,0.0,0.004904553785620042,0.0016859455025430873,0.004030092622511416,0.0009249350743820893
95,1.0,0.0,1.0,0.0,0.00482312350045703,0.001663199865856248,0.0039526727179993405,0.000903156622332341
96,1.0,0.0,1.0,0.0,0.004736260451141412,0.0016640943969321229,0.0038674035661323456,0.0009027514136765216
97,1.0,0.0,1.0,0.0,0.004657892398482454,0.0016742447476334001,0.003789106114876663,0.0008982660407937545
98,1.0,0.0,1.0,0.0,0.004578078477121968,0.0016572309146095996,0.003707044217591596,0.0008633455866002386
99,1.0,0.0,1.0,0.0,0.00451573753180347,0.0016493964518899508,0.003640947411655071,0.0008473098136140731
